Id;Name;Revision;Usage;PrimaryPartId;Id;Name;ComplectationId;Id;Name;Date;Engine;Body;Grade;ATM;GearShiftType;Cab;TransmissionModel;LoadingCapacity;RearTire;Destination;FuelInduction;BuildingCondition;DoorsCount;Transmission;CarModelId;Id;Model;Code;ProductionYear;Type;MarketId;Id;Name;BrandId;Id;Name
162;ВИЛКА ВЫКЛЮЧЕНИЯ СЦЕПЛЕНИЯ;NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
163;ПЕДАЛЬ & FLEXIBLE HOSE;NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
164;ГЛАВНЫЙ ЦИЛИНДР СЦЕПЛЕНИЯ;NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
165;РАБОЧИЙ ЦИЛИНДР ГИДРОПРИВОДА СЦЕПЛЕНИЯ;NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
166;TRANSAXLE OR TRANSMISSION ASSY & НАБОР ПРОКЛАДОК (MTM);NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
167;КОРПУС СЦЕПЛЕНИЯ & КОРПУС ТРАНСМИССИИ (MTM);NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
168;EXTENSION HOUSING (MTM);NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
169;ВЕДОМАЯ ШЕСТЕРНЯ ПРИВОДА СПИДОМЕТРА (MTM);NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
170;ШЕСТЕРНЯ КОРОБКИ ПЕРЕДАЧ (MTM);NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
171;GEAR SHIFT FORK & LEVER SHAFT (MTM);NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
172;РЫЧАГ ПЕРЕКЛЮЧЕНИЯ ПЕРЕДАЧ & ФИКСАТОР;NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
173;ПЕРЕДАТОЧ. ВАЛ & КАРДАННЫЙ ШАРНИР С КРЕСТОВИНОЙ;NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
174;ЛЕБЕДКА ;NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
175;КАРТЕР ЗАДНЕЙ ОСИ & ДИФФЕРЕНЦИАЛ;NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
176;ВАЛ ПРИВОДА ЗАДНИХ КОЛЕС & СТУПИЦА ;NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
177;ДИСКОВОЕ КОЛЕСО & WHEEL CAP;NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
178;СТУПИЦА ПЕРЕДНЕГО КОЛЕСА;NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
179;РУЛЕВАЯ КОЛОНКА И ВАЛ;NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
180;ЛОПАСТНОЙ НАСОС & БАК (РУЛЕВОЙ МЕХАНИЗМ С УСИЛИТЕЛЕМ);NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
181;РУЛЕВОЕ КОЛЕСО;NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
182;FRONT STEERING GEAR & РЫЧАГ НЕЗАВИСИМОЙ ПОДВЕСКИ КОЛЕСА;NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
183;СТОЯНОЧНАЯ ТОРМОЗНАЯ СИСТЕМА & ТРОСОВЫЙ ПРИВОД;NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
184;ПЕДАЛЬ ТОРМОЗА & СКОБА;NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
185;ЦЕЛИНДЕР РУЧНОГО ТОРМОЗА;NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
186;УСИЛИТЕЛЬ ТОРМОЗНОЙ СИСТЕМЫ & VACUUM TUBE;NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
187;FRONT DISC BRAKE CALIPER & ЗАЩИТА ОТ ПЫЛИ;NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
188;REAR DRUM BRAKE WHEEL CYLINDER & BACKING PLATE;NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
189;ТОРМОЗНОЙ ТРУБОПРОВОД & КЛЕММА;NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
190;FRONT AXLE ARM & ПОВОРОТНЫЙ КУЛАК;NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
191;ПЕРЕДЖНЯЯ ПРУЖИНА & АМОРТИЗАТОР;NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
192;ЗАДНЯЯ ПРУЖИНА & АМОРТИЗАТОР;NULL;NULL;6;6;Трансмиссия/Подвеска;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
193;РАМА;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
194;SUSPENSION CROSSMEMBER & ПОДКЛАДКА;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
195;ДЕРЖАТЕЛЬ ЗАПАСНОГО КОЛЕСА;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
196;ОПОРА КАБИНЫ & КРЕПЛЕНИЕ КАБИНЫ;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
197;ПЕРЕДНИЙ БАМПЕР & BUMPER STAY;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
198;РЕШЕТКА РАДИАТОРА;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
199;КОЗЫРЕК & КРЫЛО ПЕРЕДНЕЕ;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
200;ЗАПОРНЫЙ МЕХАНИЗМ КАПОТА & ШАРНИР;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
201;FRONT FENDER APRON & DASH PANEL;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
202;ПАНЕЛЬ УПРАВЛЕНИЯ & ВЕЩЕВОЙ ЯЩИК;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
203;ПАНЕЛЬ КОЖУХА & ВЕТРОВОЕ СТЕКЛО;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
204;FRONT FLOOR PANEL & FRONT FLOOR MEMBER;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
205;FLOOR INSULATOR;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
206;КОВРИК & SILENCER PAD;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
207;ЛОНЖЕРОН;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
208;КРЫША & ПАНЕЛЬ ЗАДНЯЯ;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
209;REAR VENTILATOR & ПОТОЛОЧНОЕ СОПЛО ВЕНТИЛЯЦИИ;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
210;INSIDE TRIM BOARD;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
211;ROOF HEADLINING & SILENCER PAD;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
212;REAR BODY FLOOR & КРЫЛО;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
213;REAR BODY GUARD FRAME & ДВЕРЬ БАГАЖНИКА;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
214;REAR BODY SIDE PANEL;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
215;ФИКСАТОР КУЗОВА ЗАДНИЙ;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
216;БОКОВОЙ ПАЗ ПЕРЕДНЕЙ ДВЕРИ & ОСТЕКЛЕНИЕ;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
217;FRONT DOOR VENTILATOR WINDOW;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
218;ЗАМОК ПЕРЕДНЕЙ ДВЕРИ И РУЧКА;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
219;СТЕКЛОПОДЪЕМ. ДВЕРЬ ВОДИТ. & ШАРНИР;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
220;КОМПЛЕКТ ЗАМКА;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
221;СИДЕНИЯ & SEAT TRACK;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
222;РЕМЕНЬ БЕЗОПАСНОСТИ;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
223;ПОДЛОКОТНИК & ВИЗИР;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
224;BATTERY CARRIER;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
225;CAUTION PLATE;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
226;ASH RECEPTACLE;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
227;ЭМБЛЕМА & NAME PLATE;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
228;ВЫПУКЛОЕ УКРАШЕНИЕ;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
229;ИНСТРУМЕНТАЛЬНЫЙ ЯЩИК & КРОНШТЕЙН НОМЕРНОГО ЗНАКА;NULL;NULL;7;7;Кузов;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
